ID,Customer_ID,Month,Name,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_History_Age_Months,Num_Loan_Types_Derived,SSN
0x5938,CUS_0x2c90,November,Unknown,20,Scientist,54695.22,4754.935,10,8,24,7,"Home Equity Loan, Auto Loan, Student Loan, Payday Loan, Not Specified, Home Equity Loan,, Mortgage Loan",49,16,8.88,13,Unknown,2667.13,31.01682774793273,Yes,35378.0,188.00386776632945,High_spent_Small_value_payments,347.61760808759016,211.0,7,347-87-6133
0x5939,CUS_0x2c90,December,Bryana,20,Scientist,54695.22,4754.935,10,8,24,7,"Home Equity Loan, Auto Loan, Student Loan, Payday Loan, Not Specified, Home Equity Loan,, Mortgage Loan",51,13,8.88,13,Bad,2667.13,41.09711461536922,Yes,199.87202414608043,47.96233678115547,High_spent_Large_value_payments,467.6591390727641,212.0,7,347-87-6133
0x5942,CUS_0x8ae0,September,Steven C.o,28,Engineer,41415.52,3573.293333333333,6,5,31,5,"Student Loan, Credit-Builder Loan, Home Equity Loan, Auto Loan,, Mortgage Loan",26,17,15.5,15,Unknown,2186.2,35.549526769537884,Yes,109.61649005326947,73.08061433205306,High_spent_Medium_value_payments,424.6322289480108,237.0,5,957-46-7225
0x5943,CUS_0x8ae0,October,Steven C.o,28,Engineer,41415.52,3573.293333333333,6,5,31,5,"Student Loan, Credit-Builder Loan, Home Equity Loan, Auto Loan,, Mortgage Loan",24,20,15.5,15,Standard,2186.2,33.16692053,Nm,109.61649005326947,73.59986017504791,High_spent_Large_value_payments,414.1129831050159,238.0,5,957-46-7225
0x5944,CUS_0x8ae0,November,Steven C.o,28,Engineer,41415.52,3573.293333333333,6,5,31,5,"Student Loan, Credit-Builder Loan, Home Equity Loan, Auto Loan,, Mortgage Loan",23,17,15.5,15,Standard,2186.2,34.00135695482639,Yes,109.61649005326947,46.24407613389328,High_spent_Medium_value_payments,451.4687671461705,239.0,5,957-46-7225
0x5945,CUS_0x8ae0,December,Unknown,28,Engineer,41415.52,3573.293333333333,6,5,31,5,"Student Loan, Credit-Builder Loan, Home Equity Loan, Auto Loan,, Mortgage Loan",24,20,15.5,15,Standard,2186.2,28.64690554899441,Yes,109.61649005326947,65.61906821,High_spent_Small_value_payments,442.0937750741018,240.0,5,957-46-7225
0x594e,CUS_0x6079,September,Berginn,25,Writer,7304.055,425.55017862808165,10,9,33,3,"Student Loan, Personal Loan,, Mortgage Loan",28,19,17.81,6,Bad,1991.85,32.488829926499484,Nm,43.85881324617888,16.189516044608165,High_spent_Small_value_payments,278.93986708113124,85.0,3,420-25-3263
0x594f,CUS_0x6079,October,Berginn,25,Writer,7304.055,425.55017862808165,10,9,33,3,"Student Loan, Personal Loan,, Mortgage Loan",30,19,17.81,1228,Unknown,1991.85,35.64910950260231,Yes,43.85881324617888,35.865504394211925,Low_spent_Small_value_payments,289.2638787315275,86.0,3,420-25-3263
0x5950,CUS_0x6079,November,Berginn,25,Writer,7304.055,425.55017862808165,10,9,33,3,"Student Loan, Personal Loan,, Mortgage Loan",32,19,17.81,11,Bad,1991.85,35.493395460009886,Yes,43.85881324617888,54.10881497373536,Low_spent_Small_value_payments,271.0205682,87.0,3,420-25-3263
0x5951,CUS_0x6079,December,Berginn,25,Writer,7304.055,425.55017862808165,10,9,33,3,"Student Loan, Personal Loan,, Mortgage Loan",28,19,15.81,11,Bad,1991.85,35.770403952766856,Yes,43.85881324617888,51.82833068982032,Low_spent_Small_value_payments,273.3010524359191,88.0,3,420-25-3263
0x595a,CUS_0xab60,September,enm,31,Journalist,36779.34,2847.945,6,5,20,3,"Home Equity Loan, Debt Consolidation Loan,, Not Specified",16,16,11.35,12,Standard,1215.19,30.32126751222965,Yes,47.474774130772886,301.9947338464343,Low_spent_Small_value_payments,225.32499202279283,125.0,3,296-42-2708
0x595b,CUS_0xab60,October,enm,31,Journalist,36779.34,2847.945,6,5,20,3,"Home Equity Loan, Debt Consolidation Loan,, Not Specified",21,15,11.35,12,Standard,1215.19,25.118508608565463,Yes,47.474774130772886,121.0011693412957,Low_spent_Medium_value_payments,396.3185565279314,126.0,3,296-42-2708
0x595c,CUS_0xab60,November,enm,31,Journalist,36779.34,2847.945,6,5,20,3,"Home Equity Loan, Debt Consolidation Loan,, Not Specified",21,16,5.35,12,Standard,1215.19,31.063206089150967,Yes,47.474774130772886,241.81017249270585,Low_spent_Medium_value_payments,275.50955337652124,127.0,3,296-42-2708
0x595d,CUS_0xab60,December,enm,31,Journalist,36779.34,2847.945,6,1157,20,3,"Home Equity Loan, Debt Consolidation Loan,, Not Specified",22,16,6.35,12,Standard,1215.19,29.43084536434764,Nm,47.474774130772886,241.81017249270585,Low_spent_Medium_value_payments,293.4943286851264,128.0,3,296-42-2708
0x5966,CUS_0x26c6,September,Barte,29,Architect,30404.4,2804.7000000000007,7,8,16,6,"Home Equity Loan, Personal Loan, Student Loan, Student Loan, Home Equity Loan,, Not Specified",25,21,8.69,10,Unknown,1672.39,27.88344637305723,Yes,113.03285286400872,99.20502793466324,Low_spent_Large_value_payments,338.23211920132815,225.0,6,446-03-5622
0x5967,CUS_0x26c6,October,Barte,29,Architect,30404.4,2804.7000000000007,7,8,16,6,"Home Equity Loan, Personal Loan, Student Loan, Student Loan, Home Equity Loan,, Not Specified",25,21,8.69,10,Bad,1672.39,29.59418694639844,Yes,113.03285286400872,213.6776098337814,Low_spent_Medium_value_payments,233.75953730221,121.0,6,446-03-5622
0x5968,CUS_0x26c6,November,Unknown,30,Architect,30404.4,2804.7000000000007,7,8,16,6,"Home Equity Loan, Personal Loan, Student Loan, Student Loan, Home Equity Loan,, Not Specified",28,21,8.69,15,Bad,1672.39,31.79859100642974,Yes,113.03285286400872,66.39492516101288,High_spent_Small_value_payments,361.0422219749785,122.0,6,446-03-5622
0x5969,CUS_0x26c6,December,Barte,30,Architect,30404.4,2804.7000000000007,7,8,16,6,"Home Equity Loan, Personal Loan, Student Loan, Student Loan, Home Equity Loan,, Not Specified",25,21,8.69,15,Bad,1672.39,27.34759667019572,Nm,113.03285286400872,277.9903796917972,Low_spent_Small_value_payments,179.4467674441941,123.0,6,446-03-5622
0x5972,CUS_0x34b1,September,Neligana,26,Journalist,60185.82,4762.485,7,5,14,6,"Not Specified, Payday Loan, Mortgage Loan, Payday Loan, Debt Consolidation Loan,, Personal Loan",8,12,14.35,6,Unknown,1089.0,28.62396524380636,Nm,208.5933439960316,58.94083130277266,High_spent_Medium_value_payments,458.71432470119566,91.0,6,349-86-2748
0x5973,CUS_0x34b1,October,Neligana,26,Journalist,60185.82,4762.485,7,5,14,6,"Not Specified, Payday Loan, Mortgage Loan, Payday Loan, Debt Consolidation Loan,, Personal Loan",8,10,14.35,6,Standard,1089.0,27.194713236424327,Yes,208.5933439960316,256.7807644548122,High_spent_Small_value_payments,270.8743915491562,92.0,6,349-86-2748
0x5974,CUS_0x34b1,November,Neligana,26,Journalist,60185.82,4762.485,7,5,14,6,"Not Specified, Payday Loan, Mortgage Loan, Payday Loan, Debt Consolidation Loan,, Personal Loan",8,10,16.35,8,Standard,1089.0,32.432306830189965,Yes,208.5933439960316,433.7099799845952,Low_spent_Small_value_payments,123.9451760193732,93.0,6,349-86-2748
0x5975,CUS_0x34b1,December,Neligana,26,Unknown,60185.82,4762.485,7,5,14,6,"Not Specified, Payday Loan, Mortgage Loan, Payday Loan, Debt Consolidation Loan,, Personal Loan",8,7,14.35,498,Standard,1089.0,31.471944153841942,Yes,208.5933439960316,256.7807644548122,Low_spent_Small_value_payments,239.59777046981893,225.0,6,349-86-2748
0x597e,CUS_0x3ffe,September,Jeanineh,31,Lawyer,90411.9,7394.325,7,3,16,1,Student Loan,20,11,-0.03,5,Standard,472.21,38.59974263,Yes,72.17909177657026,571.1628770947885,Low_spent_Medium_value_payments,376.09053112864126,365.0,1,289-92-0697
0x597f,CUS_0x3ffe,October,Jeanineh,31,Lawyer,90411.9,7394.325,7,3,16,1,Student Loan,21,11,3.97,5,Standard,472.21,36.71049909630516,Yes,72.17909177657026,188.7127109472061,High_spent_Large_value_payments,718.5406972762238,225.0,1,289-92-0697
0x5980,CUS_0x3ffe,November,Jeanineh,32,Lawyer,90411.9,7394.325,7,3,16,1,Student Loan,20,12,3.97,5,Standard,472.21,40.87858519338669,Nm,72.17909177657026,294.6082673748648,High_spent_Small_value_payments,632.6451408,367.0,1,289-92-0697
0x5981,CUS_0x3ffe,December,Jeanineh,32,Lawyer,90411.9,7394.325,7,3,16,1,Student Loan,21,11,5.9700000000000015,5,Standard,472.21,39.384942935097214,Yes,72.17909177657026,396.5233862272351,Low_spent_Small_value_payments,560.7300219961949,225.0,1,289-92-0697
0x598a,CUS_0x21c3,September,Lynnz,28,Manager,73095.76,6077.313333333333,1285,10,16,5,"Student Loan, Personal Loan, Personal Loan, Payday Loan,, Debt Consolidation Loan",39,24,25.06,13,Bad,3617.11,35.52063050177169,Yes,211.06641217385155,101.78310580630384,High_spent_Large_value_payments,534.8818153531779,63.0,5,612-00-1960
0x598b,CUS_0x21c3,October,Lynnz,28,Manager,73095.76,6077.313333333333,8,10,16,5,"Student Loan, Personal Loan, Personal Loan, Payday Loan,, Debt Consolidation Loan",36,25,24.06,13,Bad,3617.11,37.93562235590706,Yes,211.06641217385155,10000.0,Low_spent_Medium_value_payments,300.4263442985364,64.0,5,612-00-1960
0x598c,CUS_0x21c3,November,Lynnz,28,Manager,73095.76,6077.313333333333,8,10,16,5,"Student Loan, Personal Loan, Personal Loan, Payday Loan,, Debt Consolidation Loan",39,25,22.06,13,Unknown,3617.11,35.459083867249525,Nm,211.06641217385155,498.7421141645929,Low_spent_Large_value_payments,167.9228069948889,65.0,5,612-00-1960
0x598d,CUS_0x21c3,December,Lynnz,28,Manager,73095.76,6077.313333333333,8,10,16,5,"Student Loan, Personal Loan, Personal Loan, Payday Loan,, Debt Consolidation Loan",39,25,28.06,13,Bad,3617.11,42.20598761966999,Yes,211.06641217385155,78.02685860858486,High_spent_Medium_value_payments,568.6380625508967,66.0,5,612-00-1960
0x5996,CUS_0xa995,September,Chadbournw,48,Engineer,77480.73,6325.7275,4,6,4,2,"Student Loan,, Home Equity Loan",5,19,9.28,8,Good,1311.24,25.99211268912941,Nm,127.18556695935632,156.96196759975624,High_spent_Large_value_payments,588.4252154408875,352.0,2,241-86-3282
0x5997,CUS_0xa995,October,Chadbournw,48,Engineer,77480.73,6325.7275,4,6,4,2,"Student Loan,, Home Equity Loan",10,20,10.28,8,Good,1311.24,26.148387639219884,Nm,127.18556695935632,244.54082708909388,High_spent_Medium_value_payments,510.8463559515498,353.0,2,241-86-3282
0x5998,CUS_0xa995,November,Chadbournw,48,Engineer,77480.73,6325.7275,4,6,4,2,"Student Loan,, Home Equity Loan",5,19,9.28,8,Good,1311.24,32.58391795462829,No,127.18556695935632,380.0336971484299,Low_spent_Medium_value_payments,405.3534858922138,354.0,2,241-86-3282
0x5999,CUS_0xa995,December,Chadbournw,49,Engineer,77480.73,6325.7275,4,6,4,2,"Student Loan,, Home Equity Loan",5,20,5.279999999999999,8,Good,1311.24,33.40496447,No,127.18556695935632,254.07698374241264,Low_spent_Medium_value_payments,531.3101992982309,355.0,2,241-86-3282
0x59a2,CUS_0xa230,September,Toni Vorobyovav,19,Developer,76300.92,6416.41,4,220,17,5,"Debt Consolidation Loan, Personal Loan, Payday Loan, Payday Loan,, Personal Loan",18,17,17.55,13,Standard,275.51,28.53876104807524,Yes,291.4652459933938,280.7201140253921,Low_spent_Medium_value_payments,349.45563998121423,219.0,5,921-03-1595
0x59a3,CUS_0xa230,October,Unknown,19,Developer,76300.92,6416.41,4,6,17,5,"Debt Consolidation Loan, Personal Loan, Payday Loan, Payday Loan,, Personal Loan",18,17,16.55,2313,Unknown,275.51,28.51169194553913,Yes,291.4652459933938,218.8903844825437,High_spent_Small_value_payments,391.2853695240625,220.0,5,921-03-1595
0x59a4,CUS_0xa230,November,Toni Vorobyovav,19,Developer,76300.92,6416.41,4,6,17,5,"Debt Consolidation Loan, Personal Loan, Payday Loan, Payday Loan,, Personal Loan",18,20,17.55,13,Standard,275.51,29.53227078054128,Yes,291.4652459933938,173.06138507494325,High_spent_Medium_value_payments,427.11436893166297,221.0,5,921-03-1595
0x59a5,CUS_0xa230,December,Toni Vorobyovav,19,Developer,76300.92,6376.020529959023,4,6,17,5,"Debt Consolidation Loan, Personal Loan, Payday Loan, Payday Loan,, Personal Loan",16,20,17.55,13,Standard,275.51,27.53706151290468,Yes,331.85471603436923,10000.0,High_spent_Large_value_payments,518.6122712424144,222.0,5,921-03-1595
0x59ae,CUS_0x41a8,September,Dhanyac,23,Musician,91570.71,7846.892499999999,3,7,20,3,"Not Specified, Auto Loan,, Debt Consolidation Loan",25,10,8.0,11,Standard,448.59,34.955692791218674,Yes,126.95170200804029,53.52536675653244,High_spent_Large_value_payments,844.2121812354272,148.0,3,917-97-4712
0x59af,CUS_0x41a8,October,Dhanyac,23,Musician,91570.71,7846.892499999999,3,7,20,3,"Not Specified, Auto Loan,, Debt Consolidation Loan",25,10,6.0,11,Standard,448.59,36.15470528508802,Yes,126.95170200804029,295.44039992727306,Low_spent_Small_value_payments,652.2971480646867,149.0,3,917-97-4712
0x59b0,CUS_0x41a8,November,Dhanyac,23,Musician,91570.71,7846.892499999999,3,7,20,3,"Not Specified, Auto Loan,, Debt Consolidation Loan",25,11,8.0,11,Standard,448.59,30.15297580356396,Yes,126.95170200804029,232.05288117142032,Low_spent_Medium_value_payments,705.6846668205394,150.0,3,917-97-4712
0x59b1,CUS_0x41a8,December,Dhanyac,23,Musician,91570.71,7846.892499999999,3,7,20,3,"Not Specified, Auto Loan,, Debt Consolidation Loan",25,10,10.0,11,Unknown,448.59,32.231641823103445,Yes,126.95170200804029,323.7227751750597,High_spent_Medium_value_payments,584.0147728169001,151.0,3,917-97-4712
0x59ba,CUS_0x2de1,September,Poornima Guptaj,31,Media_Manager,44120.8,3468.7333333333336,2,3,12,3,"Personal Loan, Student Loan,, Payday Loan",0,2,2.46,2,Unknown,15.47,31.30930944888681,Nm,87.40729091194369,68.550087,High_spent_Medium_value_payments,440.9159554245346,336.0,3,139-40-9715
0x59bb,CUS_0x2de1,October,Poornima Guptaj,31,Media_Manager,7055942.0,3182.6563923967383,2,3,12,3,"Personal Loan, Student Loan,, Payday Loan",4,0,4.46,2,Good,15.47,40.184131609270906,No,373.4842318485397,81.57314458489796,High_spent_Large_value_payments,417.8928978364918,337.0,3,139-40-9715
0x59bc,CUS_0x2de1,November,Poornima Guptaj,31,Media_Manager,44120.8,3182.6563923967383,2,3,12,3,"Personal Loan, Student Loan,, Payday Loan",4,1,2.46,2,Good,15.47,30.235453377748424,No,373.4842318485397,337.2856269016777,Low_spent_Small_value_payments,212.18041551971203,338.0,3,139-40-9715
0x59bd,CUS_0x2de1,December,Unknown,31,Media_Manager,44120.8,3182.6563923967383,2,3,12,3,"Personal Loan, Student Loan,, Payday Loan",4,0,2.46,2,Good,15.47,32.97815341205958,No,373.4842318485397,81.57314458489796,!@9#%8,465.9120953915545,339.0,3,139-40-9715
0x59c6,CUS_0x568f,September,Caroline Valetkevitchq,42,Journalist,71695.68,5734.639999999999,3,6,19,2,"Payday Loan,, Not Specified",5,6,13.57,3,Standard,529.91,38.57848481854735,Yes,94.63342650475914,84.16650994798394,High_spent_Large_value_payments,634.6640635472569,295.0,2,653-80-0995
0x59c7,CUS_0x568f,October,Caroline Valetkevitchq,42,Journalist,71695.68,5734.639999999999,3,6,19,2,"Payday Loan,, Not Specified",5,8,15.57,3,Standard,529.91,24.095126533462807,Yes,94.63342650475914,227.0155499312877,Low_spent_Medium_value_payments,229.67486650234983,296.0,2,653-80-0995
0x59c8,CUS_0x568f,November,Caroline Valetkevitchq,42,Journalist,71695.68,5734.639999999999,3,6,19,2,"Payday Loan,, Not Specified",5,8,12.57,3,Standard,529.91,38.842516183645685,Yes,94.63342650475914,227.0155499312877,High_spent_Small_value_payments,511.8150235639531,297.0,2,653-80-0995
0x59c9,CUS_0x568f,December,Caroline Valetkevitchq,42,Journalist,71695.68,5734.639999999999,3,6,19,2,"Payday Loan,, Not Specified",5,7,13.57,3,Standard,529.91,27.74886007303667,Yes,94.63342650475914,10000.0,Low_spent_Large_value_payments,386.54050543118666,298.0,2,653-80-0995
0x59d2,CUS_0xc63a,September,Levinea,21,Accountant,18438.875,1275.7586924571965,0,4,10,1,Not Specified,7,11,5.08,3,Good,435.96,26.008416358855413,No,205.1602534991548,152.9644191219071,Low_spent_Small_value_payments,268.2468432550752,385.0,1,801-06-2006
0x59d3,CUS_0xc63a,October,Levinea,21,Accountant,18438.875,1275.7586924571965,0,4,10,1,Not Specified,6,11,5.08,3,Good,435.96,25.064332292221582,No,205.1602534991548,143.29414397240558,Low_spent_Small_value_payments,277.9171184045767,386.0,1,801-06-2006
0x59d4,CUS_0xc63a,November,Levinea,21,Accountant,18438.875,1275.7586924571965,0,4,10,1,Not Specified,6,11,5.08,3,Good,435.96,34.786054590778164,No,205.1602534991548,83.71036131153247,Low_spent_Small_value_payments,337.50090106544985,387.0,1,801-06-2006
0x59d5,CUS_0xc63a,December,Levinea,21,Accountant,18438.875,1275.7586924571965,0,4,10,1,Not Specified,6,11,0.08,3,Good,435.96,32.79095773070965,No,205.1602534991548,52.67923284376639,High_spent_Medium_value_payments,328.53202953321585,388.0,1,801-06-2006
0x59de,CUS_0x16f8,September,Nate Raymondz,25,Architect,66681.8,5278.816666666667,2,1,11,0,Unknown,4,12,3.55,2,Unknown,679.2,30.465727644648982,No,0.0,278.4355711929437,Low_spent_Small_value_payments,539.4460955,312.0,1,107-46-5762
0x59df,CUS_0x16f8,October,Nate Raymondz,25,Architect,66681.8,5278.816666666667,2,1,11,0,Unknown,4,10,3.55,4,Good,679.2,37.587437734220025,No,0.0,403.2547830898093,Low_spent_Small_value_payments,414.6268835768574,313.0,1,107-46-5762
0x59e0,CUS_0x16f8,November,Nate Raymondz,25,Architect,66681.8,5278.816666666667,2,1,11,0,Unknown,2,12,3.55,4,Good,679.2,34.15721624953662,Nm,0.0,196.33236489791497,High_spent_Medium_value_payments,581.5493017687518,314.0,1,107-46-5762
0x59e1,CUS_0x16f8,December,Nate Raymondz,25,Architect,66681.8,5278.816666666667,2,1,11,0,Unknown,4,12,3.55,4,Unknown,679.2,30.1860913996084,No,0.0,278.4355711929437,Low_spent_Large_value_payments,380.88979839508,315.0,1,107-46-5762
0x59ea,CUS_0x4f8f,September,Silken,32,Entrepreneur,20341.87,1505.155833333333,8,9,34,7,"Payday Loan, Auto Loan, Personal Loan, Home Equity Loan, Personal Loan, Auto Loan,, Credit-Builder Loan",28,18,20.74,10,Bad,4006.34,35.70840584106539,Yes,75.54384988310204,165.48622979856864,Low_spent_Small_value_payments,199.48550365166267,103.0,7,349-33-5871
0x59eb,CUS_0x4f8f,October,Silken,32,Entrepreneur,20341.87,1505.155833333333,8,9,34,7,"Payday Loan, Auto Loan, Personal Loan, Home Equity Loan, Personal Loan, Auto Loan,, Credit-Builder Loan",28,18,25.74,10,Unknown,4006.34,29.33490459702884,Yes,75.54384988310204,10000.0,Low_spent_Small_value_payments,292.1756733016598,104.0,7,349-33-5871
0x59ec,CUS_0x4f8f,November,Unknown,32,Unknown,4016584.0,1505.155833333333,8,9,34,7,"Payday Loan, Auto Loan, Personal Loan, Home Equity Loan, Personal Loan, Auto Loan,, Credit-Builder Loan",28,15,20.74,10,Bad,4006.34,31.89518083314384,Nm,75.54384988310204,16.835180897895967,High_spent_Large_value_payments,298.13655255233533,105.0,7,349-33-5871
0x59ed,CUS_0x4f8f,December,Silken,32,Unknown,20341.87,1505.155833333333,8,9,34,7,"Payday Loan, Auto Loan, Personal Loan, Home Equity Loan, Personal Loan, Auto Loan,, Credit-Builder Loan",28,18,20.74,10,Bad,4006.34,32.68693082845924,Yes,75.54384988310204,52.33566337163002,Low_spent_Small_value_payments,312.6360700786013,106.0,7,349-33-5871
0x59f6,CUS_0x56c3,September,Baltimorez,17,Engineer,29198.56,2340.2133333333336,7,5,18,4,"Not Specified, Not Specified, Auto Loan,, Credit-Builder Loan",25,25,16.61,11,Bad,1393.85,28.22205375040443,Yes,58.46646189427882,107.4871437842532,Low_spent_Small_value_payments,358.06772765480133,247.0,4,411-36-2777
0x59f7,CUS_0x56c3,October,Baltimorez,17,Unknown,29198.56,2340.2133333333336,7,5,18,4,"Not Specified, Not Specified, Auto Loan,, Credit-Builder Loan",25,24,9.61,11,Bad,1393.85,29.175044474483627,Yes,58.46646189427882,165.78645336172673,Low_spent_Large_value_payments,279.7684180773278,248.0,4,411-36-2777
0x59f8,CUS_0x56c3,November,Unknown,17,Engineer,29198.56,2340.2133333333336,7,5,18,4,"Not Specified, Not Specified, Auto Loan,, Credit-Builder Loan",25,21,9.61,11,Bad,1393.85,34.00757296316637,Yes,58.46646189427882,73.39796857094017,High_spent_Medium_value_payments,352.1569028681144,249.0,4,411-36-2777
0x59f9,CUS_0x56c3,December,Baltimorez,17,Engineer,29198.56,2340.2133333333336,7,5,18,4,"Not Specified, Not Specified, Auto Loan,, Credit-Builder Loan",27,24,9.61,11,Bad,1393.85,27.13824891987001,Nm,58.46646189427882,220.7210025057745,!@9#%8,244.8338689332801,250.0,4,411-36-2777
0x5a02,CUS_0x3ff5,September,Martinnei,52,Musician,87636.03,6291.992443316578,4,1,4,2,"Payday Loan,, Debt Consolidation Loan",3,5,3.38,3,Good,202.96,40.235170721237225,No,1054.845873521209,91.5781251,High_spent_Medium_value_payments,803.0863080628341,366.0,2,436-17-6958
0x5a03,CUS_0x3ff5,October,Martinnei,53,Musician,87636.03,6291.992443316578,4,1,4,2,"Payday Loan,, Debt Consolidation Loan",3,3,3.38,3,Good,202.96,35.174676293159855,No,1054.845873521209,119.30556250102671,High_spent_Large_value_payments,765.3588706611866,367.0,2,436-17-6958
0x5a04,CUS_0x3ff5,November,Martinnei,53,Musician,87636.03,6291.992443316578,4,1,4,2,"Payday Loan,, Debt Consolidation Loan",5,5,3.38,3,Good,202.96,37.89819281666016,No,1054.845873521209,55.88374679584483,High_spent_Large_value_payments,828.7806863663685,368.0,2,436-17-6958
0x5a05,CUS_0x3ff5,December,Martinnei,53,Musician,87636.03,6291.992443316578,4,1,4,2,"Payday Loan,, Debt Consolidation Loan",3,5,3.38,3,Good,202.96,33.52655773658759,Nm,1054.845873521209,575.9931825753135,Low_spent_Medium_value_payments,348.6712505868999,369.0,2,436-17-6958
0x5a0e,CUS_0x5360,September,Alister Bullj,17,Teacher,17461.98,1642.165,6,5,21,2,"Personal Loan,, Credit-Builder Loan",59,16,14.77,11,Standard,1405.7,37.71166448887245,Yes,28.09484906355243,161.89410303622654,Low_spent_Medium_value_payments,254.22754790022103,228.0,2,025-22-7299
0x5a0f,CUS_0x5360,October,Alister Bullj,17,Teacher,17461.98,1642.165,6,5,21,2,"Personal Loan,, Credit-Builder Loan",59,16,14.77,11,Standard,1405.7,39.15418702525483,Yes,28.09484906355243,64.45476995487256,Low_spent_Large_value_payments,341.666881,229.0,2,025-22-7299
0x5a10,CUS_0x5360,November,Unknown,17,Teacher,17461.98,1642.165,6,5,21,2,"Personal Loan,, Credit-Builder Loan",59,16,14.77,11,Unknown,1405.7,36.02396342897783,Yes,28.09484906355243,143.6246728927867,Low_spent_Small_value_payments,282.4969780436609,230.0,2,025-22-7299
0x5a11,CUS_0x5360,December,Alister Bullj,17,Teacher,17461.98,1642.165,6,5,21,2,"Personal Loan,, Credit-Builder Loan",59,16,14.77,11,Standard,1405.7,27.641411511762687,Yes,28.09484906355243,218.84060826759728,Low_spent_Small_value_payments,207.28104266885032,231.0,2,025-22-7299
0x5a1a,CUS_0x30c5,September,Georgina Prodhanq,19,Media_Manager,19170.45,1510.5375,8,9,15,8,"Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Auto Loan, Home Equity Loan,, Student Loan",42,22,18.93,11,Bad,4402.46,37.278970734470725,Yes,114.42322548853274,203.23927794862536,Low_spent_Small_value_payments,123.39124656284191,115.0,8,720-16-9648
0x5a1b,CUS_0x30c5,October,Georgina Prodhanq,19,Media_Manager,19170.45,1510.5375,8,9,15,8,"Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Auto Loan, Home Equity Loan,, Student Loan",47,20,18.93,11,Bad,4402.46,28.331089650556887,Nm,114.42322548853274,187.4030874439584,Low_spent_Small_value_payments,139.22743706750896,116.0,8,720-16-9648
0x5a1c,CUS_0x30c5,November,Georgina Prodhanq,19,Media_Manager,19170.45,1513.8401063778424,8,9,15,8,"Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Auto Loan, Home Equity Loan,, Student Loan",47,23,18.93,11,Bad,4402.46,25.076372371039533,Yes,111.12061911069028,114.21921656296269,Low_spent_Small_value_payments,212.4113079485046,117.0,8,720-16-9648
0x5a1d,CUS_0x30c5,December,Unknown,19,Media_Manager,19170.45,1513.8401063778424,8,9,15,8,"Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Auto Loan, Home Equity Loan,, Student Loan",47,20,18.93,11,Bad,4402.46,38.66530430494805,Yes,111.12061911069028,106.57292623483232,Low_spent_Small_value_payments,220.0575983,118.0,8,720-16-9648
0x5a26,CUS_0xbb95,September,LaCapra Grantj,20,Engineer,61600.83,5313.4025,7,7,16,3,"Home Equity Loan, Personal Loan,, Home Equity Loan",14,12,18.46,5,Standard,2062.09,36.24764986763692,Yes,125.50502172550163,356.7976643899936,Low_spent_Large_value_payments,319.0375638845049,233.0,3,342-02-2232
0x5a27,CUS_0xbb95,October,LaCapra Grantj,20,Engineer,61600.83,5313.4025,7,7,16,3,"Home Equity Loan, Personal Loan,, Home Equity Loan",15,14,18.46,5,Standard,2062.09,39.86967352083335,Nm,125.50502172550163,249.9409110615586,Low_spent_Medium_value_payments,435.8943172129398,234.0,3,342-02-2232
0x5a28,CUS_0xbb95,November,LaCapra Grantj,21,Engineer,61600.83,5313.4025,7,7,16,3,"Home Equity Loan, Personal Loan,, Home Equity Loan",15,14,18.46,5,Unknown,2062.09,28.438749054676663,Yes,125.50502172550163,130.58429186800169,High_spent_Small_value_payments,535.2509364064966,235.0,3,342-02-2232
0x5a29,CUS_0xbb95,December,LaCapra Grantj,21,Engineer,61600.83,5313.4025,7,7,16,3,"Home Equity Loan, Personal Loan,, Home Equity Loan",15,14,19.46,5,Standard,2062.09,25.76504210300281,Yes,125.50502172550163,49.74822339897489,!@9#%8,596.0870048755236,225.0,3,342-02-2232
0x5a32,CUS_0x4d6a,September,Mikolajczaka,30,Architect,35844.66,2743.0550000000007,7,6,17,4,"Payday Loan, Payday Loan, Student Loan,, Student Loan",22,9,12.07,5,Standard,62.16,29.137635352898968,Yes,101.1723270853793,189.8525541198493,Low_spent_Large_value_payments,253.2806187947715,217.0,4,946-77-8953
0x5a33,CUS_0x4d6a,October,Mikolajczaka,30,Architect,2080378.0,2674.301178631257,7,6,17,4,"Payday Loan, Payday Loan, Student Loan,, Student Loan",23,9,12.07,5,Standard,62.16,26.901005653576235,Yes,169.9261484541223,109.99472228850904,Low_spent_Small_value_payments,353.1384506261117,218.0,4,946-77-8953
